country,region,lat,lon
Afghanistan,Kandahar,31.61,65.6999969
Afghanistan,Mazar-e Sharif,36.7069444,67.1122208
Afghanistan,Herat,34.34,62.1899986
Afghanistan,Jalalabad,34.42,70.4499969
Afghanistan,Konduz,36.72,68.8600006
Afghanistan,Ghazni,33.5535554,68.4268875
Afghanistan,Balkh,36.7586111,66.8961105
Afghanistan,Baghlan,36.12,68.6999969
Afghanistan,Gardez,33.59,69.2200012
Afghanistan,Khost,33.3380556,69.9202805
Afghanistan,Khanabad,36.68,69.1100006
Afghanistan,Tashqorghan,36.6952778,67.6980591
Afghanistan,Taloqan,36.7360511,69.5345078
Afghanistan,Cool urhajo,34.2654452,67.3451614
Afghanistan,Pol-e Khomri,35.9425,68.7191696
Afghanistan,Sheberghan,36.6672222,65.7536087
Afghanistan,Charikar,35.013611,69.1713867
Afghanistan,Sar-e Pol,36.2155556,65.9363861
Afghanistan,Paghman,34.5875,68.953331
Afghanistan,Samangan,36.2652778,68.0166702
Afghanistan,Nawab City,31.58,64.3600006
Afghanistan,Gereshk,31.8188889,64.5647202
Afghanistan,Farakh,32.37,62.1100006
Afghanistan,Feyzabad,37.1175,70.5797195
Afghanistan,Sindand,33.3,62.1399994
Afghanistan,Andkhvoy,36.9525,65.1236115
Afghanistan,Rostaq,37.1275,69.8305588
Afghanistan,Qaravol,37.2211111,68.7799988
Afghanistan,Nahrin,36.0652778,69.1338882
Afghanistan,Baraki Barak,33.9675,68.9486084
Afghanistan,At Khvajeh,37.0841667,69.4805527
Afghanistan,Eslam Qal`eh,34.6666667,61.0666656
Afghanistan,Karokh,34.4791667,62.5869446
Afghanistan,Mehtar Lam,34.6713889,70.2094421
Afghanistan,Kushk,33.2961111,61.9527779
Afghanistan,Shahrag,34.1083333,64.3033371
Afghanistan,Asmar,35.03,71.3499985
Afghanistan,Sang-e Charak,35.8497222,66.4369431
Afghanistan,Khash,31.5291667,62.7924995
Afghanistan,Achin,34.12,70.6999969
Afghanistan,Jabal os Saraj,35.118333,69.2377777
Afghanistan,Qarqin,37.4127778,66.047226
Afghanistan,Mirabad,30.4352778,61.8347206
Afghanistan,Zarghun Shahr,32.8472222,68.4458313
Afghanistan,Sangin,32.0733333,64.8338852
Afghanistan,Panjab,34.3875,67.0233307
Afghanistan,Uruzgan,32.92,66.6299973
Afghanistan,Pul-i-Alam,33.98,69.0299988
Afghanistan,Chiras,35.4166667,65.9833298
Afghanistan,Hokumati Azraw,34.17,69.6399994
Afghanistan,Qareh Bagh,34.9405556,61.7775002
Afghanistan,Kalat-i-Ghilzai,32.1,66.9100037
Afghanistan,Ashkasham,36.6833333,71.5333328
Afghanistan,Jorm,36.8666667,70.8344421
Afghanistan,Kuhestan,34.6538889,61.1977768
Afghanistan,Tokzar,35.9488889,66.4199982
Afghanistan,Char Burj,34.24,62.1899986
Afghanistan,Lar Gerd,35.4897222,66.6636124
Afghanistan,Rudbar,30.15,62.5999985
Afghanistan,Farkhar,36.5722222,69.8580551
Afghanistan,Zendeh Jan,34.3455556,61.7316666
Afghanistan,Anar Darreh,32.7622222,61.6525002
Afghanistan,Emam Saheb,37.1822222,68.9124985
Afghanistan,Darzab,35.9783333,65.3791656
Afghanistan,`Alaqehdari Deh-e Shu,30.4347222,63.3072205
Afghanistan,Tagow Bay,35.7016667,66.0613861
Afghanistan,Darvishan,31.1333333,64.1924973
Afghanistan,Qarchi Gak,37.0355556,66.788887
Afghanistan,Dasht-e Archi,37.1333333,69.1666641
Afghanistan,Qal`eh Shahr,35.5483333,65.5677795
Afghanistan,Zareh Sharan,33.1466667,68.7916641
Afghanistan,Tir Pol,34.5952778,61.2669449
Afghanistan,Mohmand Darrah,34.24,70.8700027
Afghanistan,Yengi Qal`eh,37.4672222,69.609169
Afghanistan,Tagao,34.85,69.6399994
Afghanistan,Khandud,36.9488889,72.3169479
Afghanistan,Mir Bachcheh Kowt,34.7488889,69.1191635
Afghanistan,Dorufchah,36.4397222,70.0838852
Afghanistan,Dahaneh-ye Ghowri,35.9075,68.4938889
Afghanistan,Lab-Sar,36.0261111,66.8386078
Afghanistan,Darwazkay,35.02,71.0400009
Afghanistan,Munay,34.98,71.25
Afghanistan,Mulkanah,34.94,71.0599976
Albania,Tirana,41.3275,19.8188896
Albania,Durres,41.3230556,19.4413891
Albania,Elbasan,41.1125,20.082222
Albania,Vlore,40.4666667,19.4897213
Albania,Shkoder,42.0682829,19.5125771
Albania,Fier-Cifci,40.7166667,19.5666676
Albania,Korce,40.6186111,20.7808342
Albania,Berat,40.7058333,19.9522228
Albania,Lushnje,40.9419444,19.7049999
Albania,Kavaje,41.1855556,19.5569439
Albania,Lac,41.6355556,19.7130547
Albania,Gjirokaster,40.0758333,20.1388893
Albania,Patos Fshat,40.6427778,19.6508331
Albania,Kruje,41.5091667,19.792778
Albania,Lezhe,41.7836111,19.6436119
Albania,Kucove,40.8002778,19.916666
Albania,Kukes,42.0769444,20.4219437
Albania,Burrel,41.6102778,20.0088882
Albania,Sarande,39.8755556,20.0052776
Albania,Peshkopi,41.685,20.4288883
Albania,Cerrik,41.0316667,19.9758339
Albania,Shijak,41.3455556,19.5672226
Albania,Corovode,40.5041667,20.2272224
Albania,Librazhd-Qender,41.1969444,20.335556
Albania,Tepelene,40.2958333,20.0191669
Albania,Gramsh,40.8697222,20.1844444
Albania,Bulqize,41.4916667,20.2219448
Albania,Kamez,41.3816667,19.7602787
Albania,Permet,40.2336111,20.3516674
Albania,Polican,40.6122222,20.0980549
Albania,Fushe-Kruje,41.4783333,19.7177773
Albania,Ballsh,40.5988889,19.7347221
Albania,Rreshen,41.7675,19.875555
Albania,Mamurras,41.5775,19.6922226
Albania,Bajram Curri,42.3572222,20.0730553
Albania,Erseke,40.3377778,20.6788883
Albania,Peqin,41.0461111,19.751112
Albania,Bilisht,40.6275,20.9899998
Albania,Selenice,40.5305556,19.6358337
Albania,Roskovec,40.7375,19.7022228
Albania,Puke,42.0444444,19.8997231
Albania,Rrogozhine,41.0763889,19.6652775
Albania,Vore,41.3908333,19.6550007
Albania,Memaliaj,40.3516667,19.980278
Albania,Ura Vajgurore,40.7688889,19.8777771
Albania,Himare,40.1016667,19.7447224
Albania,Koplik,42.2136111,19.436388
Albania,Perrenjas-Fshat,41.0666667,20.5352783
Albania,Delvine,39.9511111,20.0977783
Albania,Maliq,40.7058333,20.6997223
Albania,Libohove,40.0311111,20.2630558
Albania,Shengjin,41.8136111,19.5938892
Albania,Leskovik,40.1513889,20.5972214
Albania,Orikum,40.3252778,19.4713898
Albania,Kelcyre,40.3130556,20.1894436
Albania,Fushe-Arrez,42.0622222,20.0166664
Albania,Rubik,41.7744444,19.7861118
Albania,Milot,41.6838889,19.7155552
Albania,Kurbnesh,41.7797222,20.0836105
Albania,Konispol,39.6588889,20.1813889
Albania,Krrabe,41.2155556,19.9713898
Albania,Fierze,42.2647222,20.0269451
Albania,Klos,41.5069444,20.0866661
Albania,Kutreq,41.3966667,19.9616661
Albania,Collak,41.3152778,19.8661118
Albania,Ballaj,41.3222222,19.8802776
Albania,Kubes,41.4166667,19.8511105
Albania,Kurte,41.4930556,19.9972229
Albania,Melcize,41.3952778,19.8222218
Albania,Livadhet,41.4080556,19.9047222
Albania,Gurra e Vogel,41.2863889,19.8883324
Albania,Celiku,41.2761111,19.8522224
Albania,Kamere,41.4719444,19.9708328
Albania,Mal Pjec,41.4786111,19.9547215
Albania,Dallashi,41.2830556,19.8763885
Albania,Shejleret,41.3072222,19.8858337
Albania,Kokli,41.3091667,19.9286118
Albania,Shugyrk,41.44,19.9302769
Albania,Metaj,41.4933333,19.9052773
Albania,Marice,41.4216667,19.9591675
Albania,Panec,41.2847222,20.0063896
Albania,Balajt e Poshtem,41.4205556,20.1397228
Albania,Blishte,41.4430556,20.1466675
Albania,Shengjun,41.4891667,20.1375008
Albania,Rucaj,41.4661111,20.1555557
Albania,Kotaj,41.4333333,20.2008324
Albania,Peshk,41.4055556,20.1980553
Albania,Bize,41.3408333,20.1980553
Albania,Berberaj,41.3144444,20.2027779
Albania,Panjet,41.3208333,20.1561108
Albania,Ruc,41.3219444,20.1105556
Albania,Marice,41.4380556,20.0222225
Albania,Xhyre,41.2869444,20.0283337
Albania,Vakumona i Siperme,41.2816667,20.0697231
Albania,Varros,41.3025,20.0933342
Albania,Tejlumaj,41.4783333,20.0258331
Albania,Bic,41.2825,20.145834
Albania,Gjorkaj,41.2780556,20.1705551
Albania,Rinas,41.2861111,20.166111
Albania,Ballgjin,41.3086111,20.1933327
Algeria,Algiers,36.7630556,3.0505557
Algeria,Oran,35.6911111,-0.6416667
Algeria,Constantine,36.365,6.6147223
Algeria,Batna,35.555971,6.1741447
Algeria,Bab Ezzouar,36.7166667,3.1833334
Algeria,Annaba,36.9,7.7666669
Algeria,Sidi Bel Abbes,35.1938889,-0.6413889
Algeria,Ech Chettia,36.1956637,1.2584496
Algeria,Bejaia,36.75,5.0833335
Algeria,Skikda,36.8791667,6.9066668
Algeria,El Achir,36.0666667,4.6305556
Algeria,Medea,36.2675,2.75
Algeria,Bechar,31.6166667,-2.2166667
Algeria,Tlemcen,34.8783333,-1.3150001
Algeria,Mostaganem,35.9333333,0.0902778
Algeria,El Eulma,36.15,5.6833334
Algeria,Saida,34.8333333,0.15
Algeria,Guelma,36.4661111,7.4338889
Algeria,Bordj el Kiffan,36.7475,3.1930556
Algeria,Ain Oussera,35.4513889,2.9058332
Algeria,Laghouat,33.8,2.8833332
Algeria,Ain Beida,35.7963889,7.3927779
Algeria,Baraki,36.6691667,3.0952778
Algeria,Oum el Bouaghi,35.8775,7.1136112
Algeria,Messaad,34.1666667,3.5
Algeria,Barika,35.3897222,5.3766665
Algeria,Beni Mered,36.5230556,2.8625
Algeria,Aflou,34.1088889,2.1019444
Algeria,El Khroub,36.2633333,6.6936111
Algeria,Rouissat,31.9272222,5.3497224
Algeria,Berrouaghia,36.1366667,2.9130557
Algeria,Ksar el Boukhari,35.8855556,2.7508333
Algeria,Khemis Miliana,36.2622222,2.2180555
Algeria,Azzaba,36.7394444,7.105278
Algeria,Tamanrasset,22.785,5.522778
Algeria,Ain Touta,35.3766667,5.896111
Algeria,Cheria,35.2730556,7.7519445
Algeria,Birkhadem,36.7127778,3.0616667
Algeria,Chelghoum el Aid,36.1594444,6.165
Algeria,Sidi Aissa,35.8913889,3.771111
Algeria,Larba,36.5666667,3.1500001
Algeria,Mila,36.4502778,6.2644444
Algeria,Bir el Ater,34.7333333,8.0500002
Algeria,Sougueur,35.1913889,1.4983333
Algeria,Ain Fakroun,35.9763889,6.8755555
Algeria,Tolga,34.7166667,5.3833332
Algeria,Es Senia,35.6511111,-0.6341667
Algeria,Bir el Djir,35.72,-0.545
Algeria,Akbou,36.4611111,4.5333333
Algeria,Besbes,36.7022222,7.8472223
Algeria,Sidi Khaled,34.3833333,5
Algeria,Ain Sefra,32.75,-0.5833333
Algeria,Frenda,35.0619444,1.0422221
Algeria,Bougara,36.5405556,3.0852778
Algeria,Hamma Bouziane,36.4130556,6.5974998
Algeria,Reguiba,33.5666667,6.7166667
Algeria,Meftah,36.6194444,3.2252779
Algeria,Oued Rhiou,35.9633333,0.9136111
Algeria,Boufarik,36.5705556,2.9108334
Algeria,Sig,35.5277778,-0.1952778
Algeria,Ksar Chellala,35.2122222,2.3188889
Algeria,Sidi Moussa,36.6044444,3.0902779
Algeria,Ras el Oued,35.9461111,5.0327778
Algeria,Lakhdaria,36.5622222,3.5944445
Algeria,Drean,36.6838889,7.7463889
Algeria,Reghaia,36.7422222,3.3413889
Algeria,Boghni,36.5422222,3.9530556
Algeria,Dar Chioukh,34.9,3.4833333
Algeria,Sedrata,36.1288889,7.5280557
Algeria,Djamaa,33.5333333,6
Algeria,Mansoura,34.865,-1.3466667
Algeria,Telerghma,36.1152778,6.3641667
Algeria,Remchi,35.0611111,-1.4261111
Algeria,Birine,35.635,3.2249999
Algeria,Sour el Ghozlane,36.1502778,3.6891668
Algeria,Metlili Chaamba,32.2666667,3.6333332
Algeria,Khemis el Khechna,36.6486111,3.3305557
Algeria,Timimoun,29.25,0.25
Algeria,I-n-Salah,27.2166667,2.4666667
Algeria,Touggourt,33.1,6.0666666
Algeria,Merouana,35.6286111,5.9116669
Algeria,Kerkera,36.9291667,6.5855556
Algeria,El Hadjar,36.8047222,7.7383332
Algeria,Beni Saf,35.3036111,-1.3808333
Algeria,Boudouaou,36.7305556,3.4102778
Algeria,Berriane,32.8333333,3.7666667
Algeria,Oued Fodda,36.1841667,1.5327778
Algeria,Bou Arfa,36.4666667,2.8166666
Algeria,El Attaf,36.2247222,1.6727778
Algeria,El Affroun,36.4669444,2.6252778
Algeria,`Ain el Hadjel,35.6758333,3.8822222
Algeria,Hennaya,34.9513889,-1.3680556
Algeria,Tazoult-Lambese,35.4863889,6.2552776
Algeria,Draa el Mizan,36.535,3.833611
Algeria,Timizart,36.8,4.2666669
Algeria,Sebdou,34.6425,-1.3330556
Algeria,Tebesbest,33.1166667,6.0833335
Algeria,Souma,36.5183333,2.9052777
United States,New York City,40.7142691,-74.0059738
United States,Los Angeles,34.0522342,-118.2436829
United States,Chicago,41.850033,-87.6500549
United States,Houston,29.7632836,-95.3632736
United States,Philadelphia,39.952335,-75.1637878
United States,Phoenix,33.4483771,-112.0740356
United States,San Antonio,29.4241219,-98.4936295
United States,San Diego,32.7153292,-117.1572571
United States,Dallas,32.7830556,-96.8066635
United States,Detroit,42.331427,-83.0457535
United States,San Jose,37.3393857,-121.8949585
United States,Jacksonville,30.3321838,-81.6556473
United States,Indianapolis,39.7683765,-86.1580429
United States,Columbus,39.9611755,-82.9987946
United States,San Francisco,37.7749295,-122.4194183
United States,Austin,30.267153,-97.7430573
United States,Memphis,35.1495343,-90.0489807
United States,New South Memphis,35.0867579,-90.0567551
United States,Fort Worth,32.725409,-97.3208466
United States,Baltimore,39.2903848,-76.6121902
United States,Charlotte,35.2270869,-80.8431244
United States,Boston,42.3584308,-71.0597763
United States,Milwaukee,43.0389025,-87.9064713
United States,South Boston,42.3334312,-71.0494919
United States,Seattle,47.6062095,-122.3320694
United States,El Paso,31.7587198,-106.4869308
United States,Denver,39.7391536,-104.9847031
United States,Washington,38.8951118,-77.0363693
United States,Portland,45.5234515,-122.6762085
United States,Oklahoma City,35.4675602,-97.5164261
United States,Nashville,36.1658899,-86.7844467
United States,Tucson,32.2217429,-110.9264755
United States,Albuquerque,35.0844909,-106.6511383
United States,New Orleans,29.9546482,-90.0750732
United States,Long Beach,33.7669623,-118.1892319
United States,Las Vegas,36.1749705,-115.1372223
United States,Sacramento,38.5815719,-121.4944
United States,Fresno,36.7477272,-119.7723694
United States,Cleveland,41.4994954,-81.6954117
United States,North Kansas City,39.130004,-94.5621796
United States,Kansas City,39.0997266,-94.5785675
United States,Virginia Beach,36.8529263,-75.9779816
United States,Atlanta,33.7489954,-84.3879852
United States,Oakland,37.8043722,-122.2708054
United States,Mesa,33.4222685,-111.8226395
United States,Tulsa,36.1539816,-95.992775
United States,Omaha,41.2586096,-95.9377899
United States,Miami,25.7742658,-80.1936569
United States,Honolulu,21.3069444,-157.8583374
United States,Minneapolis,44.9799654,-93.2638397
United States,Colorado Springs,38.8338816,-104.8213654
United States,Wichita,37.6922361,-97.3375473
United States,Santa Ana,33.7455731,-117.867836
United States,West Raleigh,35.7868182,-78.6638947
United States,Arlington,32.735687,-97.1080627
United States,Anaheim,33.8352932,-117.914505
United States,Tampa,27.9475216,-82.4584274
United States,Saint Louis,38.6272733,-90.1978912
United States,Pittsburgh,40.4406248,-79.9958878
United States,Toledo,41.6639383,-83.5552139
United States,Cincinnati,39.1620036,-84.4568863
United States,Riverside,33.9533487,-117.3961563
United States,Bakersfield,35.3732921,-119.0187149
United States,Stockton,37.9577016,-121.2907791
United States,Newark,40.735657,-74.1723633
United States,Buffalo,42.8864468,-78.8783722
United States,Corpus Christi,27.8005828,-97.3963776
United States,Aurora,39.7294319,-104.8319168
United States,Raleigh,35.772096,-78.6386108
United States,Saint Paul,44.9444101,-93.093277
United States,Lexington-Fayette,38.0497996,-84.4585495
United States,Anchorage,61.2180556,-149.9002838
United States,Plano,33.0198431,-96.6988831
United States,Saint Petersburg,27.7708606,-82.6792679
United States,Louisville,38.2542376,-85.759407
United States,Lincoln,40.8000011,-96.6669617
United States,Glendale,33.5386523,-112.1859894
United States,Henderson,36.0396988,-114.9819336
United States,Jersey City,40.7281575,-74.0776443
United States,Norfolk,36.8468146,-76.2852173
United States,Chandler,33.3061605,-111.8412476
United States,Greensboro,36.0726355,-79.7919769
United States,Birmingham,33.5206608,-86.8024902
United States,Fort Wayne,41.1306041,-85.1288605
United States,Lexington,37.9886892,-84.4777145
United States,Hialeah,25.8575963,-80.2781067
United States,Madison,43.0730517,-89.4012299
United States,Baton Rouge,30.4507462,-91.1545486
United States,Garland,32.912624,-96.6388855
United States,Modesto,37.6390972,-120.9968796
United States,Paradise,36.0971945,-115.1466675
United States,Chula Vista,32.6400541,-117.084198
United States,Lubbock,33.5778631,-101.8551636
United States,Rochester,43.1547845,-77.6155548
United States,Laredo,27.506407,-99.5075455
United States,Akron,41.0814447,-81.5190048
United States,Orlando,28.5383355,-81.3792343
United States,Durham,35.9940329,-78.8986206
United States,North Glendale,34.1605626,-118.2645187
United States,Scottsdale,33.5092103,-111.8990326
Andorra,Andorra la Vella,42.5051514,1.5150619
Andorra,les Escaldes,42.507287,1.5341377
Andorra,Encamp,42.5333333,1.5833333
Andorra,Sant Julia de Loria,42.4637237,1.4912868
Andorra,la Massana,42.5449867,1.5148258
Andorra,Canillo,42.5666667,1.6
Andorra,Pas de la Casa,42.5427734,1.7336082
Angola,Luanda,-8.8383333,13.2344446
Angola,Huambo,-12.7761111,15.7391663
Angola,Lobito,-12.3480556,13.5455561
Angola,Benguela,-12.5783333,13.4072218
Angola,Kuito,-12.3833333,16.9333324
Angola,Lubango,-14.9166667,13.5
Angola,Malanje,-9.5447222,16.3452778
Angola,Namibe,-15.1961111,12.1522226
Angola,Soyo,-6.1333333,12.3666668
Angola,Cabinda,-5.55,12.1999998
Angola,Uige,-7.6166667,15.0500002
Angola,Saurimo,-9.65,20.3999996
Angola,Sumbe,-11.2,13.833333
Angola,Caluquembe,-13.7833333,14.6833334
Angola,Caxito,-8.58,13.6641665
Angola,Longonjo,-12.9066667,15.2533331
Angola,Caala,-12.8525,15.5605555
Angola,Luena,-11.7833333,19.916666
Angola,Lucapa,-8.4166667,20.75
Angola,Camacupa,-12.0166667,17.4833336
Angola,Catabola,-12.15,17.2833328
Angola,Luau,-10.7,22.2333336
Angola,Catumbela,-12.4313889,13.5472221
Angola,Camabatela,-8.1833333,15.3666668
Angola,Waku Kungo,-11.35,15.1166668
Angola,Caconda,-13.7333333,15.0666666
Angola,Ondjiva,-17.0666667,15.7333336
Angola,Quibala,-10.7333333,14.9833336
Angola,Chissamba,-12.1666667,17.333334
Angola,Leua,-11.65,20.4500008
Angola,Lumeje,-11.55,20.7833328
Angola,Cazage,-11.0666667,20.7000008
Argentina,Buenos Aires,-34.5761256,-58.4088135
Argentina,Cordoba,-31.4,-64.1833344
Argentina,Rosario,-32.9511111,-60.6663895
Argentina,Mendoza,-32.8833333,-68.8166656
Argentina,San Miguel de Tucuman,-26.8166667,-65.2166672
Argentina,La Plata,-34.9313889,-57.9488907
Argentina,Mar del Plata,-38,-57.5499992
Argentina,Quilmes,-34.7202778,-58.2694435
Argentina,Salta,-24.7833333,-65.4166641
Argentina,Santa Fe,-31.6333333,-60.7000008
Argentina,San Juan,-31.5375,-68.5363922
Argentina,Resistencia,-27.45,-58.9833336
Argentina,Santiago del Estero,-27.7833333,-64.2666702
Argentina,Corrientes,-27.4666667,-58.8333321
Argentina,Posadas,-27.3833333,-55.8833351
Argentina,San Salvador de Jujuy,-24.1833333,-65.3000031
Argentina,Bahia Blanca,-38.7166667,-62.2833328
Argentina,Parana,-31.7333333,-60.5333328
Argentina,Neuquen,-38.95,-68.0666656
Argentina,Formosa,-26.1833333,-58.1833344
Argentina,San Fernando del Valle de Catamarca,-28.4666667,-65.7833328
Argentina,San Luis,-33.3,-66.3499985
Argentina,La Rioja,-29.4333333,-66.8499985
Argentina,Rio Cuarto,-33.1333333,-64.3499985
Argentina,Concordia,-31.4,-58.0333328
Argentina,Comodoro Rivadavia,-45.8666667,-67.5
Argentina,San Nicolas de los Arroyos,-33.3302778,-60.226944
Argentina,Santa Rosa,-36.6166667,-64.2833328
Argentina,San Rafael,-34.6,-68.3333359
Argentina,Tandil,-37.3166667,-59.1500015
Argentina,San Carlos de Bariloche,-41.15,-71.3000031
Argentina,Trelew,-43.2489539,-65.3050537
Argentina,Villa Maria,-32.4166667,-63.25
Argentina,Reconquista,-29.15,-59.6500015
Argentina,Zarate,-34.0922222,-59.0349998
Argentina,Rafaela,-31.2666667,-61.4833336
Argentina,Pergamino,-33.8925,-60.5724983
Argentina,Olavarria,-36.9,-60.2833328
Argentina,Rio Gallegos,-51.6333333,-69.2166672
Argentina,Junin,-34.585,-60.958889
Argentina,San Martin,-33.0666667,-68.4666672
Argentina,Presidencia Roque Saenz Pena,-26.7833333,-60.4500008
Argentina,Lujan,-34.5702778,-59.1049995
Argentina,Campana,-34.1769444,-58.9208336
Argentina,Necochea,-38.55,-58.75
Argentina,Gualeguaychu,-33.0102778,-58.5141678
Argentina,San Ramon de la Nueva Oran,-23.1322304,-64.3259811
Argentina,General Roca,-39.0333333,-67.5833359
Argentina,Venado Tuerto,-33.7497222,-61.9669456
Argentina,Goya,-29.1333333,-59.2666664
Argentina,Villa Carlos Paz,-31.4,-64.5166702
Argentina,Concepcion del Uruguay,-32.4833333,-58.2283325
Argentina,Puerto Madryn,-42.7666667,-65.0500031
Argentina,Tartagal,-22.5333333,-63.8166656
Argentina,San Francisco,-31.4333333,-62.0833321
Argentina,San Pedro,-24.2333333,-64.8666687
Argentina,Ushuaia,-54.8,-68.3000031
Argentina,Punta Alta,-38.8833333,-62.0833321
Argentina,General Pico,-35.6666667,-63.7333336
Argentina,Colegiales,-34.5833333,-58.4500008
Argentina,Obera,-27.4833333,-55.1333351
Argentina,Chivilcoy,-34.9083333,-60.0305557
Argentina,Azul,-36.7833333,-59.8499985
Argentina,Rio Tercero,-32.1833333,-64.0999985
Argentina,Mercedes,-34.6544444,-59.4344444
Argentina,Libertador General San Martin,-23.8,-64.8000031
Argentina,Viedma,-40.8,-63
Argentina,San Lorenzo,-28.1333333,-58.7666664
Argentina,Cutral-Co,-38.9333333,-69.2333298
Argentina,Tres Arroyos,-38.3833333,-60.2833328
Argentina,Villa Constitucion,-33.2333333,-60.3333321
Argentina,Alta Gracia,-31.6666667,-64.4333344
Argentina,Canada de Gomez,-32.8169444,-61.4008331
Argentina,Bell Ville,-32.6166667,-62.7000008
Argentina,Nueve de Julio,-35.4541667,-60.8913879
Argentina,Chacabuco,-34.6416667,-60.4738884
Argentina,Villa Santa Rita,-34.6147735,-58.4797096
Argentina,Gualeguay,-33.1444444,-59.3291664
Argentina,Puerto Iguazu,-25.5991157,-54.573555
Argentina,Mercedes,-29.2,-58.0833321
Argentina,Coronel Suarez,-37.4666667,-61.9166679
Argentina,Rawson,-43.3,-65.0999985
Argentina,Dolores,-36.3333333,-57.6666679
Argentina,Victoria,-32.6184122,-60.1547813
Argentina,Lincoln,-34.865,-61.5319443
Argentina,Veinticinco de Mayo,-35.4280556,-60.1741676
Argentina,Clorinda,-25.2833333,-57.7166672
Argentina,Cafayate,-26.0833333,-65.9666672
Argentina,El Calafate,-50.3407497,-72.2768173
Argentina,Larroque,-33.0333333,-59.0166664
Argentina,Campo Quijano,-24.9166667,-65.6500015
Argentina,San Antonio de los Cobres,-24.1833333,-66.3499985
Argentina,Santa Rosa de Tastil,-24.4333333,-65.9499969
Argentina,Purmamarca,-23.7333333,-65.4833298
Argentina,Villa Catedral,-41.1673478,-71.4387741
Armenia,Yerevan,40.1811111,44.5136108
Armenia,Gyumri,40.7894444,43.8474998
Armenia,Vanadzor,40.8127778,44.4883347
Armenia,Ejmiatsin,40.1727778,44.2924995
Armenia,Hrazdan,40.5016667,44.7547226
Armenia,Abovyan,40.2691667,44.6244431
Armenia,Kapan,39.2011111,46.4150009
Armenia,Ararat,39.8302778,44.7024994
Armenia,Armavir,40.1522222,44.0308342
Armenia,Gavarr,40.3588889,45.126667
Armenia,Artashat,39.9538889,44.5505562
Armenia,Goris,39.5077778,46.3386116
Armenia,Masis,40.0672222,44.4361115
Armenia,Ashtarak,40.3016667,44.3591652
Armenia,Sevan,40.555,44.9536095
Armenia,Spitak,40.8372222,44.2675018
Armenia,Ijevan,40.8755556,45.1491661
Armenia,Dilijan,40.7408333,44.8630562
Armenia,Alaverdi,41.1305556,44.6519432
Armenia,Vedi,39.9105556,44.7277794
Armenia,Vardenis,40.1805556,45.7283325
Armenia,Martuni,40.1447222,45.3063889
Armenia,Yeghvard,40.3216667,44.4813881
Armenia,Metsamor,40.0713889,44.2891655
Armenia,Berd,40.8808333,45.3916664
Armenia,Vardenik,40.135,45.4363899
Armenia,Akhuryan,40.7813889,43.896389
Armenia,Tashir,41.1244444,44.2819443
Armenia,Byureghavan,40.3147222,44.5936127
Armenia,Garrni,40.1194444,44.7230568
Armenia,Sarukhan,40.2891667,45.1341667
Armenia,Chambarak,40.5952778,45.3474998
Armenia,Aparan,40.5961111,44.353611
Armenia,Noratus,40.3822222,45.1783333
Armenia,Hoktember,40.1361111,44.0138893
Armenia,Noyemberyan,41.1725,44.9936104
Armenia,Karanlukh,40.1044444,45.2897224
Armenia,Mrgashat,40.1297222,44.0705566
Armenia,Maralik,40.5722222,43.8669434
Armenia,Nor Geghi,40.3211111,44.5797234
Armenia,Oshakan,40.2705556,44.269165
Armenia,Metsavan,41.2016667,44.2288895
Armenia,Agarak,39.2038889,46.5472221
Armenia,Jermuk,39.8416667,45.6722221
Armenia,Meghri,38.9022222,46.2383347
Armenia,Odzun,41.0538889,44.6113892
Armenia,Zovuni,40.5108333,44.4288902
Armenia,Azatan,40.7238889,43.8205566
Armenia,Prroshyan,40.2480556,44.4150009
Armenia,Kasakh,40.5333333,44.4166679
Armenia,Yeranos,40.2080556,45.1861115
Armenia,Avshar,39.8405556,44.6836128
Armenia,Lchashen,40.5202778,44.9308319
Armenia,Malishka,39.7369444,45.3875008
Armenia,Verin Getashen,40.1327778,45.2486115
Armenia,Nalbandyan,40.0677778,43.9855537
Armenia,Tsovinar,40.1608333,45.4538879
Armenia,Verin Artashat,40.0005556,44.5849991
Armenia,Shahumyan,39.9308333,44.5783348
Armenia,Byurakan,40.3413889,44.273613
Armenia,Tsovagyugh,40.6330556,44.9522209
Armenia,Gandzak,40.3147222,45.1113892
Armenia,Arshaluys,40.1688889,44.2141685
Armenia,Voskevaz,40.2797222,44.2949982
Armenia,Aygavan,39.8647222,44.6702766
Armenia,Dzoragyugh,40.1752778,45.1749992
Armenia,Karbi,40.3338889,44.3777771
Armenia,Astghadzor,40.1238889,45.3566666
Armenia,Hovtashat,40.1019444,44.3427773
Armenia,Myasnikyan,40.1775,43.9063873
Armenia,Haghartsin,40.7780556,44.9625015
Armenia,Gay,40.0838889,44.3055573
Armenia,Margahovit,40.7380556,44.6875
Armenia,Vaghashen,40.1377778,45.3291664
Armenia,Aramus,40.2511111,44.6630554
Armenia,Artsvaberd,40.8336111,45.4711113
Armenia,Aygezard,39.9458333,44.6088905
Armenia,Berdavan,41.2027778,45.003334
Armenia,Bambakashat,40.1144444,44.0122223
Armenia,Arteni,40.2983333,43.7541656
Armenia,Dalarik,40.2183333,43.8602791
Armenia,Jrashen,40.7875,44.1972237
Armenia,Norashen,40.0041667,44.5947227
Armenia,Bagratashen,41.2458333,44.8211098
